Id,Ideology,Income,Interested,Looking,Name,Occupation,Party,Relationship,Religion,Birthday,Education,Ethnicity,Gender
Peterowsky02,?,?,?,?,?,?,?,?,?,?,?,?,Male
trumplover69,?,?,?,?,?,?,?,?,?,?,?,?,?
Skyleeboo,?,?,?,?,?,?,?,?,?,?,?,?,?
RonPaulLibertarian,Libertarian,?,in Women,?,?,?,Libertarian Party,?,?,?,?,?,?
s63426,?,?,?,?,?,?,?,?,?,?,?,?,?
Letsdebatetillwefinish,?,?,?,?,?,?,?,?,?,?,?,?,Male
americanpatriotEagle,?,?,?,?,?,?,?,?,?,?,?,?,?
ReadyforHillary,?,?,?,?,?,?,?,?,?,?,?,?,?
Nexus77,?,?,?,?,?,?,?,?,?,?,?,?,?
Nameer,?,?,?,?,?,?,?,?,?,?,?,?,?
Midnight1131,Libertarian,?,?,?,?,Student,Libertarian Party,?,Atheist,?,High School,?,Male
ganttbig1,?,?,?,?,?,?,?,?,?,?,?,?,Male
Pyr0maniac,?,?,?,?,?,?,?,?,?,?,?,?,?
NewShamu,?,?,?,?,?,?,?,?,?,?,?,?,?
Freedomsun77,?,?,?,?,?,?,?,?,?,?,?,?,?
Jayo,?,?,?,?,?,?,?,?,?,?,?,?,?
FunyBone,?,?,?,?,?,?,?,?,?,?,?,?,?
prodigyofaristotle,?,?,?,?,?,?,?,?,?,?,?,?,?
cg42,?,?,?,?,?,?,?,?,?,?,?,?,?
caroline262000,Liberal,?,?,?,?,?,?,?,Atheist,?,?,White,?
Chrysippus,Moderate,?,?,?,?,?,?,?,Christian,?,Bachelors Degree,?,Male
Troy_the_Destroyer,?,?,?,?,?,?,?,?,?,?,?,?,?
yus0359,?,Other,in Women,"Friendship, Dating, Networking",?,Student,?,Single,Christian - Latter-Day Saints,?,?,Asian,?
TheNight,?,?,?,?,?,?,?,?,?,?,?,?,?
vuttomundo,?,?,?,?,?,?,?,?,?,?,?,?,?
Independentperson,?,?,?,?,?,?,?,?,?,?,?,?,Male
HughShankland,?,?,?,?,?,?,?,?,?,?,?,?,Male
hillary.spangle,?,?,?,?,?,?,?,?,?,?,?,?,Female
cj1m,Conservative,?,?,?,?,?,?,?,Atheist,?,?,?,?
imnotsayingimjustsaying,Other,"Less than $25,000",in Women,?,?,Student,Other,Single,Atheist,?,Some College,White,?
jessjessica11,Liberal,?,in Men,"Friendship, Dating, A Relationship",Jessica Private,Student,Other,Single,Atheist,?,Some College,White,Female
xatoo,Libertarian,?,in Women,"Friendship, Dating, A Relationship",Luke Private,?,Pirate Party,Single,?,?,?,White,?
Cange101,?,?,?,?,?,?,?,?,?,?,?,?,?
Ultrixomnium,Libertarian,?,?,?,?,?,Constitution Party,Single,Christian - Latter-Day Saints,?,?,?,Male
TheGreatCaza,?,?,?,?,?,?,?,?,?,?,?,?,?
jacqueline.bourque19,?,?,?,?,?,?,?,?,?,?,?,?,Female
Badewanne,?,?,?,?,?,?,?,?,?,?,?,?,?
Jess.Lynn,Liberal,?,?,?,?,?,?,?,Atheist,?,?,?,?
luciomain,Undecided,?,in Women,"Friendship, A Relationship",?,Student,Democratic Party,Single,Muslim,?,?,Black,Male
CoreAmerican,?,?,?,?,?,?,?,?,?,?,?,?,?
debater50,?,?,?,?,?,?,?,?,?,?,?,?,?
TranquilSpirit,?,"$25,000 to $35,000",in Women,"Friendship, Networking",?,Labor,?,In a Relationship,Other,?,Some College,White,?
LACH_N_LOAD,?,?,?,?,?,?,?,?,?,?,?,?,?
SPENCERJOYAGE14,?,?,?,?,?,?,?,?,?,?,?,?,?
LordAcario,Libertarian,?,?,?,?,?,Libertarian Party,?,Christian,?,?,White,Male
atomo25,?,?,?,?,?,?,?,?,?,?,?,?,Male
Amazingfeminist1213,?,?,in Women,"Friendship, Networking",?,Student,Democratic Party,?,Christian,?,?,Other,?
Chele72,?,?,in Men,?,?,Self-Employed,Democratic Party,Married,Pagan,?,?,White,Female
MichaelWoodson,?,?,?,?,?,?,?,?,?,?,?,?,Male
timC,?,?,?,?,?,?,?,?,?,?,?,?,?
calculatedr1sk,?,?,?,?,?,?,?,?,?,?,?,?,?
joekim,?,?,?,?,?,?,?,?,?,?,?,?,?
Kescarte_DeJudica,Conservative,"Less than $25,000",in Women,"Friendship, Networking",?,Student,Constitution Party,Single,Christian - Protestant,?,High School,White,Male
RetroToast,?,?,?,?,?,?,?,?,?,?,?,?,?
NelsonKnows,Conservative,?,?,?,?,?,Other,?,Atheist,?,Graduate Degree,Other,?
Octometh,?,?,?,?,?,?,?,?,?,?,?,?,?
Orestes8305,?,?,?,?,?,?,?,?,?,?,?,?,?
TheNinja3636,?,?,?,?,?,?,?,?,?,?,?,?,?
kgrr,?,?,?,?,?,?,?,?,?,?,?,?,Male
Zhuldyz,?,?,?,?,Ayana Private,?,?,?,?,?,?,?,Female
bettabreeder,Green,?,in Women,"Friendship, A Relationship",?,Student,Democratic Party,Single,Atheist,?,Other,White,Male
CraigBrittain,Libertarian,Other,in Women,?,?,Artist,Other,Single,Agnostic,?,Bachelors Degree,Other,Male
Gttene,?,?,?,?,?,?,?,?,?,?,?,?,?
vanditmalik,?,?,?,?,?,?,?,?,?,?,?,?,Male
Mikal,Conservative,"$35,000 to $50,000",?,?,?,?,Independent,?,Agnostic,?,Some College,White,Male
dishagarg,?,?,?,?,?,?,?,?,?,?,?,?,?
MitchV,?,?,in Women,?,?,?,?,Other,Atheist,?,Some College,?,Male
DB8Rgirl,?,?,?,?,?,?,?,?,?,?,?,?,?
Orthopox,?,?,in Women,?,?,Other,Undecided,Single,Atheist,?,?,White,?
granbuilder,?,?,?,?,?,?,?,?,?,?,?,?,?
justaplayer,?,?,?,?,?,?,?,?,?,?,?,?,?
milophotojournalist,Liberal,?,?,?,?,?,?,?,Unitarian Universalist,?,?,?,?
nmsmith,?,?,?,?,?,?,?,?,?,?,?,?,?
SemperVI,?,?,in Women,Friendship,?,Technical,?,Single,Other,?,Bachelors Degree,White,?
letsmakeadifference,?,?,?,?,?,?,?,?,?,?,?,?,?
mishapqueen,?,?,?,?,?,?,?,?,?,?,?,?,?
tpj24,Conservative,?,?,?,?,?,?,?,?,?,?,?,?
Daniatha,?,?,?,?,?,?,?,?,?,?,?,?,Female
jdean1,Libertarian,Other,in Women,?,?,Student,Independent,Single,?,?,High School,White,Male
Kodaconda22,?,?,?,?,?,?,?,?,?,?,?,?,?
Kald,?,?,?,?,?,?,?,?,?,?,?,?,?
fredflintstone,?,?,?,?,?,?,?,?,?,?,?,?,?
Narwalpie,?,?,?,?,?,?,?,?,?,?,?,?,?
Candor18,Other,?,?,?,?,?,Independent,?,Agnostic,?,?,?,?
Snowerty,?,?,?,?,?,?,?,?,?,?,?,?,?
Murnavid,?,?,?,?,?,?,?,?,?,?,?,?,Male
LoverofDebates,?,?,?,?,?,?,?,?,?,?,?,?,?
wrobert3,?,?,?,?,?,?,?,?,?,?,?,?,?
neutrino6626,Other,?,?,?,?,Student,?,?,?,?,?,Asian,?
Supd246,?,?,?,?,?,?,?,?,?,?,?,?,Male
Dimensyon,?,?,?,?,?,?,?,?,?,?,?,?,Male
anaconda,?,?,?,?,?,?,?,?,?,?,?,?,?
Zogen,Liberal,?,?,?,?,Student,?,?,Atheist,?,Some College,White,?
pewtiekai,Libertarian,?,in Men and Women,"Friendship, Networking",?,Technical,Libertarian Party,Single,Agnostic,?,Bachelors Degree,Black,Female
PureEdge,?,?,?,?,?,?,?,?,?,?,?,?,?
Skikx,?,?,?,?,?,?,?,?,Atheist,?,Other,White,?
Calki288008,?,?,?,?,?,?,?,?,?,?,?,?,?
CloudKylion,?,?,?,?,?,?,?,?,?,?,?,?,?
DrannonMoore,?,?,?,?,?,?,?,?,?,?,?,?,?
Enigma64,?,?,?,?,?,?,?,?,?,?,?,?,?
1Historygenius,Conservative,"Less than $25,000",in Women,"Friendship, Networking",?,Student,Republican Party,Single,Christian - Catholic,?,Some College,White,Male
Timmo,?,?,?,?,?,?,?,?,?,?,?,?,Male
Joey888,?,?,?,?,?,?,?,?,?,?,?,?,?
poindexter,?,?,?,?,?,?,?,?,?,?,?,?,?
AntiObama,?,?,?,?,?,?,?,?,?,?,?,?,?
cousinvinny,?,?,?,?,?,?,?,?,?,?,?,?,?
dh07,Conservative,"$50,000 to $75,000",?,?,?,Medical,Libertarian Party,?,Christian,?,?,White,Male
Emmo,Apathetic,?,in Women,?,?,Student,?,?,Agnostic,?,Bachelors Degree,Black,?
REVN556,?,?,?,?,?,?,?,?,?,?,?,?,?
UtherPenguin,Other,?,?,"Friendship, Networking",Abdul Wahid Ibn Muhammad Ibn Muhammad,Student,Other,?,Muslim - Sunni,?,High School,Black,Male
shawncullen,?,?,?,?,?,?,?,?,?,?,?,?,?
ConCoGaming,?,?,?,?,?,?,?,?,?,?,?,?,?
Evan_Of_Hearts,Libertarian,Other,in Men and Women,"Friendship, Networking",?,Student,?,In a Relationship,Pagan,?,High School,White,Bigender
rbaldwin143,?,?,?,?,?,?,?,?,?,?,?,?,?
Spiceman,?,?,?,?,?,?,?,?,?,?,?,?,?
GTAman,?,?,?,?,?,?,?,?,?,?,?,?,?
Blackleadersareneeded,Green,Other,in Women,"Dating, Networking",?,Self-Employed,?,Single,Other,?,High School,Black,?
Debatable43,?,?,?,?,?,?,?,?,?,?,?,?,?
Kramroc,?,?,?,?,?,?,?,?,?,?,?,?,?
MBG417,?,?,?,?,?,?,?,?,?,?,?,?,?
Lookingatissues,?,?,?,?,?,?,?,?,?,?,?,?,?
x1804x,?,?,?,?,?,?,?,?,?,?,?,?,?
Wendy1028,?,?,?,?,Wendy Private,?,?,?,Atheist,?,Graduate Degree,?,Female
Baconzd,?,?,?,?,?,?,?,?,?,?,?,?,?
nci0l3m,?,?,?,?,?,?,?,?,?,?,?,?,?
merenguera0425,?,?,?,?,?,?,?,?,?,?,?,?,Female
DannyHay,Liberal,?,in Men and Women,?,?,Student,Democratic Party,?,Atheist,?,?,?,?
Franklai,?,?,?,?,?,?,?,?,?,?,?,?,?
Sarah314,?,?,?,?,?,?,?,?,?,?,?,?,?
DuelistofX,Libertarian,?,in Women,?,?,Student,Libertarian Party,Single,Atheist,?,High School,White,Male
gratefuldan,?,?,?,?,?,?,?,?,?,?,?,?,?
JonJ,?,?,?,?,?,?,?,?,?,?,?,?,?
JonL,Other,?,?,?,?,?,Constitution Party,?,?,?,Bachelors Degree,?,?
Wavern10,?,?,?,?,?,?,?,?,?,?,?,?,?
DuskyP0N-3,?,?,?,?,?,?,?,?,?,?,?,?,?
Mathew16,?,?,?,?,?,?,?,?,?,?,?,?,?
NikiP,?,?,?,?,?,?,?,?,?,?,?,?,?
Dmorris3636,?,?,?,?,?,?,?,?,?,?,?,?,?
Will_cook,?,?,?,?,?,?,?,?,?,?,?,?,?
SirCrona,Socialist,?,in Men and Women,?,?,Student,Other,?,Neo-Paganism,?,?,White,Male
jubatten,?,?,?,?,?,?,?,?,?,?,?,?,?
vLAWgger,?,?,?,?,?,?,?,?,Atheist,?,?,Asian,?
Xenofloppy,Other,?,?,?,?,?,Other,?,Atheist,?,?,?,?
Nmahmoud,?,?,?,?,?,?,?,?,?,?,?,?,?
AmesMind,?,?,?,?,?,?,?,?,?,?,?,?,Female
fawny,?,?,?,Networking,?,?,?,?,?,?,Some College,?,?
LOP2014pd1,?,?,?,?,?,?,?,?,?,?,?,?,?
elijahhogan20,?,?,?,?,?,?,?,?,?,?,?,?,Male
Epica,?,?,?,?,?,?,?,?,?,?,?,?,?
leftwingthom78,?,?,?,?,?,?,?,?,?,?,?,?,?
differentveiw,Liberal,?,in Men and Women,Friendship,?,?,Undecided,Single,Agnostic,?,Other,White,Agender
conservative_18,Conservative,?,in Men,?,?,?,?,?,?,?,?,White,?
Calko,?,?,?,?,?,?,?,?,?,?,?,?,?
Galahad,?,"Less than $25,000",in Women,Friendship,?,Student,?,?,?,?,High School,White,?
zoepet02,?,?,?,?,?,?,?,?,?,?,?,?,?
bwharris1,?,?,?,?,?,?,?,?,?,?,?,?,Male
True-North,?,?,?,?,?,?,?,?,?,?,?,?,?
DarthMarvolo,Libertarian,?,?,?,?,?,?,?,?,?,?,?,?
Jack_Northwood,?,?,?,?,?,?,?,?,?,?,?,Middle Eastern,Male
Yapsda,?,?,?,?,?,?,?,?,?,?,?,?,?
Samili,?,?,?,?,?,?,?,?,?,?,?,?,Male
bencoldham,?,?,?,?,?,?,?,?,?,?,?,?,?
fxdwg,?,?,?,?,?,?,?,?,?,?,?,?,Male
scooty,?,?,?,?,?,?,?,?,?,?,?,?,?
lardass69,?,?,?,?,?,?,?,?,?,?,?,?,?
ACDixon,?,?,?,?,?,Student,?,?,Christian,?,?,?,?
TFM,?,?,?,?,?,?,?,?,?,?,?,?,?
Bryansix,?,?,?,?,?,?,?,?,?,?,?,?,?
Dragonblade,Conservative,?,?,?,?,Student,Republican Party,?,Christian - Baptist,?,?,White,Male
fishhunter61,Conservative,?,?,?,?,?,?,?,Christian - Lutheran,?,?,Native American,Male
hopeannemarie,?,?,?,?,?,?,?,?,?,?,?,?,?
mlibb,?,?,?,?,?,Student,?,?,Atheist,?,?,White,?
12345shivani,?,?,?,?,?,?,?,?,?,?,?,?,?
Degenerate,?,?,?,?,?,?,?,?,?,?,?,?,?
Teleport,?,"More than $150,000",in Women,"Friendship, Networking", ,Other,Other,In an Open Relationship,?,1899,Graduate Degree,Other,?
poiuytrewq0192,?,?,?,?,?,?,?,?,?,?,?,?,?
AstridDragonSlayer,Conservative,?,in Men,?,?,?,Other,?,Christian,?,?,?,Female
PFRed13,?,?,?,?,?,?,?,?,?,?,?,?,?
hillmanator,?,?,?,?,?,?,?,?,?,?,?,?,?
raquelhs,?,?,?,?,?,?,?,?,?,?,?,?,?
Austin.Bubbenmoyer,?,?,?,?,?,?,?,?,?,?,?,?,?
jimmyl76,?,?,?,?,?,?,?,?,?,?,?,?,?
MarkDenbow,Conservative,?,?,?,?,?,Republican Party,Married,Christian,?,Some College,White,?
Marixst-Anarchist,?,?,?,?,?,?,?,?,?,?,?,?,?
bsasa,?,?,?,?,?,?,?,?,?,?,?,?,?
DonTom,?,?,?,?,?,?,?,?,?,?,?,?,?
Mchammerdad,?,?,?,?,?,?,?,?,?,?,?,?,?
RytheGuy,?,?,?,?,?,?,?,?,?,?,?,?,?
Archemedes,?,?,?,?,?,?,?,?,?,?,?,?,?
RagingWomby,?,?,?,?,?,?,?,?,?,?,?,?,?
AJdarth,?,?,?,?,?,?,?,?,?,?,?,?,?
FFpnut32,?,?,?,?,?,?,?,?,?,?,?,?,?
BlondeVagabond,?,?,?,?,?,?,?,?,?,?,?,?,Female
JimmyRusltler,Anarchist,"Less than $25,000",in Women,"Friendship, Networking",?,Other,The Revolution,In a Relationship,Atheist,?,High School,White,?
tomveil,?,?,?,?,?,?,?,?,?,?,?,?,Male
A.37,?,?,?,?,?,?,?,?,?,?,?,?,?
ironmaiden,Conservative,?,?,?,?,?,?,?,?,?,?,?,?
LukeFlegg,?,?,?,?,Luke Private,?,?,?,?,?,?,?,Male
KingRome,?,?,?,?,?,?,?,?,?,?,?,?,?
dwc2713,?,?,?,?,?,?,?,?,?,?,?,?,?
AizenKnaik,Other,?,in Men and Women,Networking,?,Student,Democratic Party,Single,?,?,?,Asian,?
martiebaby,?,?,?,?,?,?,?,?,?,?,?,?,?
WW2_Freak,?,?,?,?,?,?,?,?,?,?,?,?,?
Alexianilabrown,?,?,?,?,?,?,?,?,?,?,?,?,?
SaraWinterHeart,Anarchist,?,in Women,Friendship,?,Retail,Pacifist Party,Single,Other,?,?,Native American,?
turtletycoon7,?,?,?,?,?,?,?,?,?,?,?,?,?
The_Dude1026,?,?,?,?,?,?,?,?,?,?,?,?,?
bellap,?,?,?,?,?,?,?,?,?,?,?,?,?
lastdamnusernameavailable,?,?,?,?,?,?,?,?,?,?,?,?,?
starling.world15,?,?,?,?,?,?,?,?,?,?,?,?,?
Noumena,Communist,?,in Men,?,Private Spinelli,?,?,?,Other,?,Some College,?,Male
incredulous1972,Progressive,?,?,?,?,Technical,Undecided,Married,Atheist,?,Bachelors Degree,White,?
AnnStarbuck,?,?,?,?,?,?,?,?,Christian - Mennonite,?,?,White,?
HelpAmerica,?,?,?,?,?,?,?,?,?,?,?,?,?
atlantafalcons25,?,?,?,?,?,?,?,?,?,?,?,?,?
k69y2k,?,?,?,?,?,?,?,?,?,?,?,?,?
CaoilfhinnM,?,?,?,?,?,?,?,?,?,?,?,?,?
Isabellajura,?,?,?,?,?,?,?,?,?,?,?,?,?
4IGalindo,?,?,?,?,?,?,?,?,?,?,?,?,?
CGarcia,?,?,?,?,?,?,?,?,?,?,?,?,?
Logicalled,?,?,?,?,?,?,?,?,?,?,?,?,?
namithmsd75,?,?,?,?,?,?,?,?,?,?,?,?,Male
diana5380,?,?,?,?,?,?,?,?,?,?,?,?,?
Kane1228,?,?,?,?,?,?,?,?,?,?,?,?,?
Snakeeyesith,Undecided,?,in Women,"Friendship, Networking",Collin Private,Student,Democratic Party,In a Relationship,Christian - Baptist,?,Some College,White,Male
AndersonHunter,Moderate,?,?,?,?,Self-Employed,Independent,In a Relationship,Atheist,?,Graduate Degree,White,?
Dutch_Bacon,Conservative,?,?,?,?,?,Republican Party,?,Christian - Catholic,?,High School,White,?
OhioGary,Moderate,"$35,000 to $50,000",in Women,?,Gary Private,Other,Democratic Party,Married,Christian - Assemblies of God,?,Graduate Degree,White,Male
lawisjustice,?,?,?,?,?,?,?,?,?,?,?,?,?
zbDbte,?,?,?,?,?,?,?,?,?,?,?,?,?
goodsense,Other,?,in Women,Networking,?,?,Independent,Married,Other,?,Graduate Degree,?,?
ehl2828,?,?,?,?,?,?,?,?,?,?,?,?,?
theWRITER007,Undecided,?,?,Friendship,?,Student,American Independent Party,?,?,?,?,?,Female
Buckethead31594,Socialist,?,?,?,Jared Private,Technical,Independent,In a Relationship,Agnostic,?,Some College,White,Male
JacuPro,Conservative,?,?,?,?,?,Republican Party,?,Christian,?,?,White,?
aruler12,?,?,?,?,?,?,?,?,?,?,?,?,?
Shadowblade40,Conservative,?,in Women,?,?,Student,Republican Party,?,Christian - Baptist,?,?,White,Male
majordave59,?,?,?,?,?,?,?,?,?,?,?,?,?
jimmyh234,?,?,?,?,?,?,?,?,?,?,?,?,?
alivia,?,?,?,?,?,Student,?,?,Agnostic,?,?,White,Female
ZyuZyu,Socialist,?,in Men,?,?,Student,Other,Single,Agnostic,?,Some College,?,?
kylawickens,?,?,?,?,?,?,?,?,?,?,?,?,?
Hawlucha,Other,?,?,?,Carlos Cuahtemoc,?,Undecided,?,?,?,?,Other,Male
theamericanpatriot1776,?,?,?,?,?,?,?,?,?,?,?,?,?
4NeonFun,?,?,?,?,?,?,?,?,?,?,?,?,?
dsrestored,?,?,?,?,?,?,?,?,?,?,?,?,?
KristenNicole,?,?,?,?,?,?,?,?,?,?,?,?,?
Tommyboy2017,?,?,?,?,?,?,?,?,?,?,?,?,?
Wildphysicist728,?,?,?,?,?,?,?,?,?,?,?,?,?
t123,?,?,?,?,?,?,?,?,?,?,?,?,?
debatemaster2121,?,?,?,?,?,?,?,?,?,?,?,?,?
MsMack,?,?,?,?,?,?,?,?,?,?,Graduate Degree,?,?
LOWE123,?,?,?,?,?,?,?,?,?,?,?,?,Male
JLTW,?,?,?,?,?,?,?,?,?,?,?,?,Male
Kyle3102,?,?,?,?,?,?,?,?,?,?,?,?,?
12tafran,?,?,?,?,?,?,?,?,?,?,?,?,Male
fciampa,?,?,?,?,?,?,?,?,?,?,?,?,?
tBoonePickens,?,"$35,000 to $50,000",in Women,"Friendship, Networking",?,?,?,Single,Christian - Catholic,?,?,?,Male
nekenseram,?,?,?,?,?,?,?,?,?,?,?,?,?
BSchieble,?,?,?,?,?,?,?,?,Agnostic,?,High School,White,?
LoganTheGreat,?,?,?,?,?,?,?,?,?,?,?,?,?
AusBra,?,?,?,?,?,?,?,?,?,?,?,?,?
Epiphron,?,?,in Women,Friendship,?,Student,?,Single,Christian - Greek Orthodox,?,?,White,?
pennypop,?,?,?,?,?,?,?,?,?,?,?,?,?
Enjy,?,?,?,?,?,?,?,?,?,?,?,?,?
Camsan,?,?,in Men and Women,"Friendship, A Relationship",?,?,Undecided,Single,?,?,?,?,?
SpentBrass,Conservative,?,?,?,?,?,Republican Party,?,Christian - Protestant,?,?,White,?
shamimboy,?,?,?,?,?,?,?,?,?,?,?,?,?
note,?,?,?,?,?,?,?,?,?,?,?,?,?
marc.amarillas,?,?,in Women,?,?,Technical,?,?,Christian,?,Bachelors Degree,?,Male
asidy,?,?,?,?,?,?,?,?,?,?,?,?,?
jakethebro12,?,?,?,?,?,?,?,?,?,?,?,?,?
SwagMoney3500,?,?,?,?,?,?,?,?,?,?,?,?,?
missprincessbaby,?,?,?,?,?,?,?,?,?,?,?,?,?
Concernedladyvoter,?,?,?,?,?,?,?,?,?,?,?,?,?
Boone,?,?,?,?,?,?,?,?,?,?,?,?,?
LDG,Moderate,?,?,?,?,?,Independent,?,Atheist,?,?,White,?
Prescott,Liberal,?,in Men and Women,"Friendship, Networking",?,Retail,Democratic Party,Married,?,?,?,White,Male
john_doe2,?,?,?,?,?,?,?,?,?,?,?,?,Male
subdeo,?,?,?,?,?,?,?,?,?,?,?,?,Male
ManMKE,?,?,?,?,?,?,?,?,?,?,?,?,?
balloonboy7,?,?,?,?,?,?,?,?,?,?,?,?,Male
owenmontoux,Liberal,?,in Women,?,?,Other,Green Party,Single,Atheist,?,?,White,?
aRsKaM0,?,?,?,?,?,?,?,?,?,?,?,?,?
SmartTeensOfToday,?,?,?,?,?,?,?,?,?,?,?,?,?
Pelyphin,?,?,?,?,?,?,?,?,?,?,?,?,?
Harry22,?,?,?,?,?,?,?,?,?,?,?,?,?
docg1979,?,?,?,?,?,?,?,?,?,?,?,?,Male
124275,Conservative,Other,in Women,"Friendship, Networking",?,Student,?,Single,Christian,?,High School,White,Male
APMT,?,?,?,?,?,?,?,?,?,?,?,?,?
Androctonus,?,?,?,?,?,?,?,?,?,?,?,?,Female
alksdjf,?,?,?,?,?,?,?,?,?,?,?,?,?
PeaceInTheMiddleEast,?,?,?,?,?,?,?,?,?,?,?,?,?
jaidahrobinson,?,?,?,?,?,?,?,?,?,?,?,?,?
sugarsugar,?,?,?,?,?,?,?,?,?,?,?,?,?
darryshan,?,?,?,?,?,?,?,?,?,?,?,?,?
nt86,?,?,?,?,?,?,?,?,?,?,?,?,Male
Marcus.Aurelius,?,?,?,?,?,?,?,?,?,?,?,?,?
Person112,?,?,?,?,?,?,?,?,?,?,?,?,?
Emmarie,Libertarian,"Less than $25,000",?,?,Jo Momma,?,Independent,?,Christian,1905,Some College,Other,Female
FFabian,?,?,?,?,?,?,?,?,?,?,?,?,?
slo1,Apathetic,?,?,?,?,?,Independent,?,?,?,Bachelors Degree,?,Male
Roo_Boss,?,?,?,?,?,?,?,?,?,?,?,?,?
heyitssal,?,?,?,?,?,?,?,?,?,?,?,?,?
timadvancedtech,?,?,?,?,?,?,?,?,?,?,?,?,?
racsmell,?,?,?,?,?,?,?,?,?,?,?,?,?
Spearhead,?,?,?,?,?,?,?,?,?,?,?,?,?
Kaynex,?,"Less than $25,000",?,?,?,Student,?,?,Atheist,?,?,White,?
BeyondsanityandInsanity,Anarchist,?,?,?,?,?,Independent,?,Agnostic,?,?,?,?
LynnGuss,?,?,?,?,?,?,?,?,?,?,?,?,Female
Santana,?,?,?,?,?,?,?,?,?,?,?,?,?
Skeptic111,?,?,?,?,?,?,?,?,?,?,?,?,?
Anindya,?,?,?,?,?,?,?,?,?,?,?,?,Male
Kaynes,?,?,?,?,?,?,?,?,?,?,?,?,?
DISTurbedwaffle,Libertarian,?,in Women,"Friendship, Dating, A Relationship",?,?,Libertarian Party,Single,Deism,?,?,White,?
LiberalLogic101,Liberal,Other,in Men,Friendship,?,Medical,Democratic Party,In a Relationship,Agnostic,?,High School,White,Female
SZapata,?,?,?,?,?,?,?,?,?,?,?,?,?
damonchlarson,?,?,?,?,?,?,?,?,?,?,?,?,?
osi02,?,?,?,?,?,?,?,?,?,?,?,?,?
Reasonableattemp,?,?,?,?,?,?,?,?,?,?,?,?,?
Quan,Libertarian,?,in Women,?,?,Technical,Undecided,In a Relationship,Agnostic,?,Bachelors Degree,White,?
OwainHircwm,?,?,?,?,?,?,?,?,?,?,?,?,?
loganspencer23,?,?,?,?,?,?,?,?,?,?,?,?,?
aquagirl1814,?,?,?,?,?,?,?,?,?,?,?,?,?
muslimnomore,Other,?,?,?,?,?,Undecided,?,Other,?,?,East Indian,?
domi,?,?,?,?,?,?,?,?,?,?,?,?,Male
mogangraham,?,?,?,?,?,?,?,?,?,?,?,?,?
zhaozhao99,?,?,?,?,?,?,?,?,?,?,?,?,Male
Scott2904,?,?,?,?,?,?,?,?,?,?,?,?,?
sanicspingas,?,?,?,?,?,?,?,?,?,?,?,?,?
Dougram,?,?,?,?,?,?,?,?,?,?,?,?,?
EssenceofLogic,?,?,?,?,?,?,?,?,?,?,?,?,?
ExsurgeDomine,?,?,?,?,?,?,?,?,?,?,?,?,?
somesh.patel,?,?,?,?,?,?,?,?,?,?,?,?,Male
ChuckNorrisofSPORT,?,?,?,?,?,?,?,?,?,?,?,?,?
Biochemistry92,Apathetic,"More than $150,000",in Women,Networking,?,Medical,Other,It's Complicated,Atheist,?,?,White,?
Carloscuellar,?,?,?,?,?,?,?,?,?,?,?,?,?
Leo.Messi,Conservative,Other,in Women,?,?,?,Other,?,Christian - Catholic,?,Other,White,Male
rothmansblue,?,?,?,?,?,?,?,?,?,?,?,?,?
Mike_10-4,?,?,?,?,Mike Private,?,?,?,?,?,?,?,Male
jwbrowdy,Liberal,?,in Men and Women,?,?,Student,Independent,Single,?,?,?,White,?
Bouncy_Ben,?,?,?,?,?,?,?,?,?,?,?,?,?
patrick967,Liberal,?,in Women,Friendship,?,?,Democratic Party,Single,Atheist,?,High School,White,Male
PartTimeHipster,?,?,?,?,?,?,?,?,?,?,?,?,?
vances,?,?,?,?,?,?,?,?,?,?,?,?,?
laurits72,?,?,?,?,?,?,?,?,?,?,?,?,?
Sam_Hannagan,Libertarian,?,?,?,?,?,Independent,?,?,?,?,?,?
gaylord13,?,?,?,?,?,?,?,?,?,?,?,?,?
jdogmoney2,Anarchist,"More than $150,000",in Men and Women,"Friendship, Dating, A Relationship, Networking",?,Medical,The Revolution,In an Open Relationship,Zoroastrianism,?,Post Doctoral,Pacific Islander,Male
insaiyan,?,?,?,?,?,?,Undecided,?,Agnostic,?,?,?,?
ashleynitchals,Conservative,?,?,?,?,?,Republican Party,?,?,?,Some College,White,?
Jonathan723,?,?,?,?,?,?,?,?,?,?,?,?,?
mbenielsen,?,?,?,?,?,?,?,?,?,?,?,Native American,?
dina_sameh,?,?,?,?,?,?,?,?,?,?,?,?,?
Tjrrconservative,Conservative,"Less than $25,000",in Women,?,?,?,Undecided,Single,?,?,?,White,?
Sogan,?,?,?,?,?,?,?,?,?,?,?,?,?
Mehmet,?,?,?,?,?,?,?,?,?,?,?,?,?
Krakenlacus,?,?,?,?,?,?,?,?,?,?,?,?,?
BrighamYoungConservative,Conservative,?,in Women,?,?,Financial Services,Tea Party Patriots,In a Relationship,Christian - Baptist,?,Some College,White,?
Addy44,?,?,in Men and Women,Friendship,?,?,?,Single,Christian - Catholic,?,?,White,Female
MikeOnYaScreen,?,?,?,?,?,?,?,?,?,?,?,?,?
njjmfm,?,?,?,?, Private,?,?,?,?,?,?,?,?
mckints,?,?,?,?,?,?,?,?,?,?,?,?,?
Sharpton,Anarchist,"Less than $25,000",in Men,A Relationship,Craig Williams,Other,Socialist Party,Married,Discordian,?,Other,Middle Eastern,Bigender
tachma15,?,?,?,?,?,?,?,?,?,?,?,?,?
